endTime,artistName,trackName,msPlayed
2020-06-23 02:13,Skrillex,First of the Year (Equinox),142280
2020-06-23 12:34,DESOBEDIÊNCIA PRODUTIVA COM IVAN MORÉ,O QUE SÃO ASSISTENTES DE VOZ? COM CONRADO CAON,1137038
2020-06-24 11:37,Black Sabbath,Sabbath Bloody Sabbath,347626
2020-06-24 11:41,Ozzy Osbourne,All My Life,258277
2020-06-24 11:41,The Rolling Stones,"Paint It, Black",22127
2020-06-24 11:42,The Beatles,With A Little Help From My Friends - Remastered 2009,19506
2020-06-24 11:46,Led Zeppelin,When the Levee Breaks - Remaster,263006
2020-06-24 11:46,The Rolling Stones,Rain Fall Down - Remastered 2009,1893
2020-06-24 11:49,The Rolling Stones,Street Fighting Man - 50th Anniversary Edition,1900
2020-06-24 11:49,AC/DC,Have a Drink on Me,140236
2020-06-24 11:50,Aerosmith,Something,1267
2020-06-24 11:50,Led Zeppelin,Going to California - Remaster,6188
2020-06-24 11:50,AC/DC,Big Gun,1104
2020-06-24 11:50,AC/DC,Boogie Man,1761
2020-06-24 11:50,The Beatles,Come Together - Remastered 2009,79897
2020-06-24 11:50,The Beatles,The Night Before - Remastered 2009,3972
2020-06-24 11:50,Led Zeppelin,Heartbreaker - Remaster,14606
2020-06-24 11:50,AC/DC,Hail Caesar,2951
2020-06-24 11:50,The Beatles,Hey Jude - Remastered 2015,1090
2020-06-24 11:51,AC/DC,Let's Get It Up,27826
2020-06-24 11:51,The Rolling Stones,Rocks Off,2821
2020-06-24 11:51,Queen,Love Of My Life - Remastered 2011,6783
2020-06-24 11:51,Aerosmith,Cryin',21103
2020-06-24 11:52,The Beatles,A Hard Day's Night - Remastered 2009,19326
2020-06-24 11:52,The Beatles,A Hard Day's Night - Remastered 2009,4818
2020-06-24 11:52,Led Zeppelin,Since I've Been Loving You - Remaster,6550
2020-06-24 11:52,Black Sabbath,N.I.B.,1018
2020-06-24 11:52,The Beatles,Things We Said Today - Remastered 2009,1293
2020-06-24 11:52,The Beatles,Things We Said Today - Remastered 2009,951
2020-06-24 11:53,The Rolling Stones,Hate To See You Go,1456
2020-06-24 11:53,Led Zeppelin,Rock and Roll - Remaster,1096
2020-06-24 11:53,The Beatles,When I'm Sixty Four - Remastered 2009,797
2020-06-24 11:53,Queen,Another One Bites The Dust - Remastered 2011,76890
2020-06-24 11:53,Aerosmith,Sunny Side Of Love,1035
2020-06-24 11:53,The Beatles,Roll Over Beethoven - Remastered 2009,1332
2020-06-24 11:53,The Beatles,All I've Got To Do - Remastered 2009,1387
2020-06-24 11:54,Led Zeppelin,Over the Hills and Far Away - Remaster,6671
2020-06-24 11:54,Black Sabbath,Damaged Soul,3764
2020-06-24 11:54,AC/DC,Shake a Leg,4935
2020-06-24 11:56,The Beatles,Ticket To Ride - Remastered 2009,1227
2020-06-24 11:56,George Harrison,"While My Guitar Gently Weeps - Live From Madison Square Garden, New York, U.S.A, 1971 / 2009 Mix",151800
2020-06-24 11:56,Pearl Jam,Soldier of Love,1290
2020-06-24 11:56,The Beatles,Twist And Shout - Remastered 2009,1377
2020-06-24 11:56,Queen,Under Pressure - Remastered 2011,2256
2020-06-24 11:56,The Rolling Stones,Respectable - Remastered,2613
2020-06-24 11:56,Black Sabbath,Iron Man,1708
2020-06-24 11:57,Queen,I Want To Break Free - Single Remix,6014
2020-06-24 12:02,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",299760
2020-06-24 12:08,The Who,Who Are You,381626
2020-06-24 12:11,AC/DC,Inject the Venom,210893
2020-06-24 12:12,Creedence Clearwater Revival,Have You Ever Seen The Rain,1291
2020-06-24 12:12,AC/DC,Evil Walks,1031
2020-06-24 12:12,AC/DC,Evil Walks,194
2020-06-24 12:12,John Lennon,Imagine - Remastered 2010,11106
2020-06-24 12:12,Scorpions,Still Loving You,7486
2020-06-24 12:12,Scorpions,Still Loving You,26267
2020-06-24 12:12,Aerosmith,Pink,4498
2020-06-24 12:12,AC/DC,High Voltage,2506
2020-06-24 12:12,The Beatles,All My Loving - Remastered 2009,0
2020-06-24 12:12,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",992
2020-06-24 12:12,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1132
2020-06-24 12:13,The Beatles,Don't Let Me Down - Remastered 2009,2055
2020-06-24 12:13,Aerosmith,Oh Yeah,3898
2020-06-24 12:13,Black Sabbath,Children of the Grave,2370
2020-06-24 12:13,The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,3252
2020-06-24 12:13,The Beatles,Do You Want To Know A Secret - Remastered 2009,1107
2020-06-24 12:16,Eric Clapton,Wonderful Tonight,225026
2020-06-24 12:20,AC/DC,Back In Black,239602
2020-06-24 22:31,AC/DC,Shot Down in Flames,65807
2020-06-24 22:37,Invista Com Tiago,19. RESENHA e STOCK PICKING com THIAGO SALOMÃO,349835
2020-06-24 22:55,Invista Com Tiago,19. RESENHA e STOCK PICKING com THIAGO SALOMÃO,1051840
2020-06-24 22:58,Led Zeppelin,Misty Mountain Hop - Remaster,5221
2020-06-24 22:58,Aerosmith,Luv Lies,1748
2020-06-24 22:58,Led Zeppelin,The Song Remains the Same - Remaster,1930
2020-06-24 22:58,The Beatles,All You Need Is Love - Remastered 2009,1352
2020-06-24 22:58,The Beatles,Drive My Car - Remastered 2009,1382
2020-06-24 22:58,Queen,Somebody To Love - Remastered 2011,2708
2020-06-24 23:02,Eric Clapton,Cocaine,1253
2020-06-24 23:02,Eric Clapton,Cocaine,1445
2020-06-24 23:02,The Beatles,I'm Looking Through You - Remastered 2009,3017
2020-06-24 23:02,The Beatles,I'm Looking Through You - Remastered 2009,405
2020-06-24 23:02,Led Zeppelin,Whole Lotta Love - Remaster,1361
2020-06-24 23:02,AC/DC,Thunderstruck,860
2020-06-24 23:02,Led Zeppelin,What Is and What Should Never Be - 29/6/69 Top Gear;Remaster,253301
2020-06-24 23:03,AC/DC,Dirty Deeds Done Dirt Cheap,2447
2020-06-24 23:03,The Beatles,You're Going To Lose That Girl - Remastered 2009,1903
2020-06-24 23:03,AC/DC,Guns for Hire,1606
2020-06-24 23:03,Aerosmith,Road Runner,2775
2020-06-24 23:03,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2253
2020-06-24 23:03,AC/DC,If You Want Blood (You've Got It),363
2020-06-24 23:03,AC/DC,If You Want Blood (You've Got It),2774
2020-06-24 23:03,Eric Clapton,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",745
2020-06-24 23:03,Eric Clapton,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1194
2020-06-24 23:07,Black Sabbath,Loner,1821
2020-06-24 23:07,Eric Clapton,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",881
2020-06-24 23:07,The Rolling Stones,Start Me Up - Remastered 2009,11022
2020-06-24 23:07,The Beatles,Here Comes The Sun - Remastered 2009,1343
2020-06-24 23:07,Black Sabbath,End Of The Beginning,4072
2020-06-24 23:07,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,249614
2020-06-24 23:08,AC/DC,Rock the Blues Away,1020
2020-06-24 23:08,AC/DC,Rock the Blues Away,1634
2020-06-24 23:08,Led Zeppelin,Fool in the Rain - Remaster,5995
2020-06-24 23:08,Black Sabbath,Peace Of Mind,24092
2020-06-24 23:08,AC/DC,Highway to Hell,825
2020-06-24 23:08,Ben E. King,Stand by Me,1317
2020-06-24 23:08,The Beatles,I Feel Fine - Remastered 2015,477
2020-06-24 23:08,The Beatles,I Feel Fine - Remastered 2015,627
2020-06-24 23:08,Queen,Don't Stop Me Now - Remastered 2011,1241
2020-06-24 23:08,The Beatles,Day Tripper - Remastered 2015,5274
2020-06-24 23:09,The Beatles,Yesterday - Remastered 2009,830
2020-06-24 23:09,Black Sabbath,Heaven and Hell - 2009 Remaster,5130
2020-06-24 23:09,The Rolling Stones,Don't Stop,52190
2020-06-24 23:09,AC/DC,Shoot to Thrill,1121
2020-06-24 23:09,Led Zeppelin,Good Times Bad Times - 1993 Remaster,1277
2020-06-24 23:09,Steppenwolf,Born To Be Wild,0
2020-06-24 23:09,The Beatles,Don't Bother Me - Remastered 2009,1171
2020-06-24 23:11,The Beatles,Yesterday - Remastered 2009,119715
2020-06-24 23:11,The Beatles,Yesterday - Remastered 2009,0
2020-06-24 23:11,Led Zeppelin,Good Times Bad Times - 1993 Remaster,0
2020-06-24 23:12,The Beatles,Baby It's You - Remastered 2009,981
2020-06-24 23:12,AC/DC,Stiff Upper Lip,1104
2020-06-24 23:12,The Kinks,All Day and All of the Night,721
2020-06-24 23:12,AC/DC,Fire Your Guns,687
2020-06-24 23:12,Scorpions,Wind Of Change,13163
2020-06-24 23:12,The Beatles,You Won't See Me - Remastered 2009,1231
2020-06-24 23:12,The Beatles,You Really Got A Hold On Me - Remastered 2009,794
2020-06-24 23:12,Pearl Jam,Last Kiss,6960
2020-06-24 23:12,Pearl Jam,Last Kiss,525
2020-06-24 23:12,Led Zeppelin,Good Times Bad Times - 1993 Remaster,35651
2020-06-24 23:12,Aerosmith,Legendary Child,0
2020-06-24 23:12,AC/DC,Hard as a Rock,894
2020-06-24 23:12,AC/DC,Hard as a Rock,784
2020-06-24 23:12,The Beatles,For No One - Remastered 2009,1420
2020-06-24 23:12,AC/DC,Jailbreak,1103
2020-06-24 23:12,The Beatles,Back In The U.S.S.R. - 2018 Mix,1335
2020-06-24 23:12,Lynyrd Skynyrd,Sweet Home Alabama,615
2020-06-24 23:13,AC/DC,Satellite Blues,11943
2020-06-24 23:13,James Brown,People Get Up And Drive Your Funky Soul - Remix,1166
2020-06-24 23:13,Aerosmith,Dude (Looks Like A Lady),3877
2020-06-24 23:13,Aerosmith,Dude (Looks Like A Lady),353
2020-06-24 23:13,Aerosmith,Dude (Looks Like A Lady),0
2020-06-24 23:13,Queen,We Are The Champions - Remastered 2011,813
2020-06-24 23:13,Queen,We Are The Champions - Remastered 2011,1531
2020-06-24 23:13,Queen,We Are The Champions - Remastered 2011,0
2020-06-24 23:13,The Rolling Stones,Stray Cat Blues - 50th Anniversary Edition,1645
2020-06-24 23:13,Black Sabbath,Sweet Leaf,1147
2020-06-24 23:13,AC/DC,Emission Control,2150
2020-06-24 23:13,James Brown,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",925
2020-06-24 23:13,AC/DC,Flick of the Switch,822
2020-06-24 23:13,Aerosmith,Legendary Child,1092
2020-06-24 23:13,Chuck Berry,Johnny B. Goode,2022
2020-06-24 23:13,Lynyrd Skynyrd,Sweet Home Alabama,31456
2020-06-24 23:13,AC/DC,Borrowed Time,1797
2020-06-24 23:13,Queen,Bohemian Rhapsody - Remastered 2011,2950
2020-06-24 23:14,Bon Jovi,Livin' On A Prayer,222
2020-06-24 23:14,Bon Jovi,Livin' On A Prayer,1733
2020-06-24 23:14,AC/DC,Black Ice,5138
2020-06-24 23:14,The Beatles,Something - Remastered 2009,1028
2020-06-24 23:14,The Rolling Stones,Miss You - Remastered,2898
2020-06-24 23:14,Black Sabbath,Paranoid,838
2020-06-24 23:14,AC/DC,Moneytalks,18841
2020-06-24 23:14,Aerosmith,Walk This Way,7676
2020-06-24 23:14,Bill Conti,"Gonna Fly Now - Theme From ""Rocky""",4887
2020-06-24 23:14,The Rolling Stones,Out Of Control,1913
2020-06-24 23:14,AC/DC,Rock N Roll Dream,945
2020-06-24 23:14,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,2812
2020-06-24 23:14,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,0
2020-06-24 23:14,The Rolling Stones,Rock And A Hard Place,1380
2020-06-24 23:14,The Beatles,Let It Be - Remastered 2009,1211
2020-06-24 23:14,AC/DC,What's Next to the Moon,1317
2020-06-24 23:15,The Rolling Stones,(I Can't Get No) Satisfaction - (Original Single Mono Version),6590
2020-06-24 23:15,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,40590
2020-06-24 23:15,The Rolling Stones,(I Can't Get No) Satisfaction - Live Licks Tour / Remastered 2009,1280
2020-06-24 23:16,The Rolling Stones,(I Can't Get No) Satisfaction - Mono,0
2020-06-24 23:16,The Rolling Stones,(I Can't Get No) Satisfaction - Live Licks Tour / Remastered 2009,0
2020-06-24 23:19,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,165281
2020-06-25 01:01,Skrillex,First of the Year (Equinox),46614
2020-06-25 01:05,Dog Blood,BREAK LAW,242222
2020-06-25 01:08,Hikaru Utada,Face My Fears (English Version),222013
2020-06-25 01:11,Skrillex,Mumbai Power,158571
2020-06-25 01:14,Skrillex,HUMBLE. - SKRILLEX REMIX,156800
2020-06-25 01:19,Dog Blood,KOKOE (with Otira),316875
2020-06-25 01:22,JOYRYDE,AGEN WIDA,199047
2020-06-25 01:23,Skrillex,Kyoto (feat. Sirah),57096
2020-06-25 01:23,What So Not,Goh,1110
2020-06-25 01:23,Skrillex,Pretty Bye Bye (feat. NJOMZA),1050
2020-06-25 01:23,Sirah,Deadbeat (feat. Skrillex),520
2020-06-25 01:23,Pendulum,"The Island, Pt. 1 (Dawn) - Skrillex Remix",1010
2020-06-25 01:27,Skrillex,Make It Bun Dem,213696
2020-06-25 01:29,A$AP Rocky,Wild for the Night (feat. Skrillex & Birdy Nam Nam),104909
2020-06-25 01:31,Skrillex,Scary Monsters and Nice Sprites,3830
2020-06-25 01:31,Jack Ü,Mind (feat. Kai),1010
2020-06-25 01:31,Skrillex,Bangarang (feat. Sirah),62075
2020-06-25 01:31,Yogi,"Burial (feat. Pusha T, Moody Good, TrollPhace)",830
2020-06-25 01:31,Skrillex,Purple Lamborghini (with Rick Ross),1180
2020-06-25 01:31,Jack Ü,To Ü (feat. AlunaGeorge),1050
2020-06-25 01:34,Skrillex,Try It Out,196979
2020-06-25 01:35,Jack Ü,Beats Knockin (feat. Fly Boi Keno),10410
2020-06-25 01:35,Far East Movement,Like A G6,14640
2020-06-25 01:35,Skrillex,Right In,18270
2020-06-25 01:38,Swedish House Mafia,One (Your Name) - Radio Edit,163246
2020-06-25 01:41,Player & Remady,Work (Main Mix),180097
2020-06-25 11:40,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,240502
2020-06-25 11:46,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222813
2020-06-25 12:32,Sinapse,"Sinapse #42 - A Grande Nuvem de Gafanhotos, Carros Elétricos & Raios Cósmicos",2000204
2020-06-25 12:35,Sinapse,Sinapse #12 - A Pior Epidemia da História dos Jogos Online,1355
2020-06-25 12:56,"QUALÉ, MORÉ?",O CONTEÚDO ESPORTIVO NÃO SERÁ MAIS O MESMO,1248900
2020-06-25 22:55,Stock Pickers,"#56 ""Final horroroso ou horror sem fim""? Como avaliar o ciclo econômico atual",2019114
2020-06-25 23:03,Stock Pickers,"#56 ""Final horroroso ou horror sem fim""? Como avaliar o ciclo econômico atual",461352
2020-06-25 23:08,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,4858
2020-06-25 23:11,Powfu,death bed (coffee for your head),173315
2020-06-25 23:14,Powfu,death bed (coffee for your head),173268
2020-06-25 23:17,Powfu,death bed (coffee for your head),173315
2020-06-25 23:18,AC/DC,Dog Eat Dog,2197
2020-06-25 23:18,The Beatles,I Want To Hold Your Hand - Remastered 2009,31254
2020-06-25 23:19,Led Zeppelin,Babe I'm Gonna Leave You - Remaster,2307
2020-06-25 23:19,The Rolling Stones,Streets Of Love - Remastered 2009,1061
2020-06-25 23:19,The Beatles,Michelle - Remastered 2009,360
2020-06-25 23:19,Aerosmith,You Gotta Move,1592
2020-06-25 23:19,AC/DC,Sin City,1030
2020-06-25 23:19,The Rolling Stones,Doom And Gloom,2589
2020-06-25 23:19,Led Zeppelin,Black Dog - Remaster,5733
2020-06-25 23:19,Queen,We Will Rock You - Remastered 2011,1500
2020-06-25 23:19,Ozzy Osbourne,Ordinary Man (feat. Elton John),1332
2020-06-25 23:19,Led Zeppelin,Since I've Been Loving You - Remaster,4193
2020-06-25 23:19,The Beatles,I Saw Her Standing There - Remastered 2009,5239
2020-06-25 23:20,The Who,Won't Get Fooled Again - Original Album Version,69846
2020-06-27 14:04,GainCast - Bolsa de Valores sem mimimi,GainCast#46 - CEO da XP tentava convencer as pessoas a abrir conta e virou o jogo ensinando a investir,1124916
2020-06-27 14:22,GainCast - Bolsa de Valores sem mimimi,GainCast#46 - CEO da XP tentava convencer as pessoas a abrir conta e virou o jogo ensinando a investir,1052857
2020-06-27 14:23,NerdCast,NerdCast 731 - Bugs no cérebro,1073
2020-06-27 14:23,GainCast - Bolsa de Valores sem mimimi,GainCast#46 - CEO da XP tentava convencer as pessoas a abrir conta e virou o jogo ensinando a investir,21844
2020-06-27 14:26,GainCast - Bolsa de Valores sem mimimi,GainCast#46 - CEO da XP tentava convencer as pessoas a abrir conta e virou o jogo ensinando a investir,159608
2020-06-27 14:26,GainCast - Bolsa de Valores sem mimimi,GainCast#46 - CEO da XP tentava convencer as pessoas a abrir conta e virou o jogo ensinando a investir,988
2020-06-27 16:16,NerdCast,NerdCast 731 - Bugs no cérebro,1056
2020-06-27 17:28,NerdCast,NerdCast 731 - Bugs no cérebro,4314794
2020-06-28 23:31,Player & Remady,Work (Main Mix),127810
2020-06-29 01:10,The Beatles,I Will - 2018 Mix,35873
2020-06-29 01:10,The Beatles,I Will - 2018 Mix,130
2020-06-29 01:10,America,A Horse with No Name,528
2020-06-29 01:10,James Brown,Papa's Got A Brand New Bag - Pt. 1,563
2020-06-29 01:10,Bonobo,No Reason,7613
2020-06-29 01:10,AC/DC,Hell Ain't a Bad Place to Be,0
2020-06-29 01:10,AC/DC,You Shook Me All Night Long,516
2020-06-29 01:10,The Beatles,I Should Have Known Better - Remastered 2009,650
2020-06-29 01:10,The Beatles,I Should Have Known Better - Remastered 2009,416
2020-06-29 01:10,Aerosmith,Dream On,1144
2020-06-29 01:10,Led Zeppelin,Communication Breakdown - 1/4/71 Paris Theatre;Remaster,1880
2020-06-29 01:10,Ozzy Osbourne,Straight to Hell,767
2020-06-29 01:10,Ozzy Osbourne,Straight to Hell,1997
2020-06-29 01:10,Led Zeppelin,D'yer Mak'er - Remaster,420
2020-06-29 01:10,Creedence Clearwater Revival,Fortunate Son,827
2020-06-29 01:10,Eric Clapton,"Don't Cry Sister (with J. J. Cale) - Live at Ipayone Center, San Diego, CA, 3/15/2007",754
2020-06-29 01:10,Led Zeppelin,When the Levee Breaks - Remaster,664
2020-06-29 01:10,Led Zeppelin,When the Levee Breaks - Remaster,0
2020-06-29 01:10,Queen,Bohemian Rhapsody - Remastered 2011,2348
2020-06-29 01:11,Foghat,Slow Ride,0
2020-06-29 01:11,Aerosmith,Sweet Emotion,127
2020-06-29 01:11,Ozzy Osbourne,All My Life,0
2020-06-29 01:11,Eric Clapton,Wonderful Tonight,720
2020-06-29 01:11,Led Zeppelin,Going to California - Remaster,515
2020-06-29 01:11,AC/DC,Rock N Roll Train,417
2020-06-29 01:11,The Rolling Stones,Hate To See You Go,0
2020-06-29 01:11,Aerosmith,Can't Stop Lovin' You (with Carrie Underwood),0
2020-06-29 01:11,The Beatles,And I Love Her - Remastered 2009,501
2020-06-29 01:11,AC/DC,The Jack,661
2020-06-29 01:11,John Lennon,Imagine - Remastered 2010,0
2020-06-29 01:11,Led Zeppelin,Rock and Roll - Remaster,792
2020-06-29 01:11,Led Zeppelin,Immigrant Song - Remaster,510
2020-06-29 01:11,AC/DC,Shot Down in Flames,2112
2020-06-29 01:11,AC/DC,Shot Down in Flames,441
2020-06-29 01:11,AC/DC,Boogie Man,0
2020-06-29 01:11,Black Sabbath,War Pigs,320
2020-06-29 01:11,Aerosmith,Pink,0
2020-06-29 01:11,AC/DC,Who Made Who,500
2020-06-29 01:11,Aerosmith,Oh Yeah,714
2020-06-29 01:11,AC/DC,Girls Got Rhythm,2031
2020-06-29 01:11,AC/DC,Fly on the Wall,0
2020-06-29 01:11,The Beatles,Help! - Remastered 2009,591
2020-06-29 01:11,Led Zeppelin,The Song Remains the Same - Remaster,0
2020-06-29 01:11,The Beatles,Come Together - Remastered 2009,0
2020-06-29 01:11,The Beatles,A Hard Day's Night - Remastered 2009,642
2020-06-29 01:11,The Beatles,With A Little Help From My Friends - Remastered 2009,0
2020-06-29 01:11,AC/DC,Gone Shootin',0
2020-06-29 01:11,Aerosmith,What Could Have Been Love,0
2020-06-29 01:11,AC/DC,T.N.T.,258
2020-06-29 01:11,Aerosmith,Amazing,110
2020-06-29 01:11,Aerosmith,Jesus Is On The Main Line,572
2020-06-29 01:11,Black Sabbath,Children of the Grave,0
2020-06-29 01:11,The Rolling Stones,Respectable - Remastered,490
2020-06-29 01:11,Aerosmith,Sunny Side Of Love,481
2020-06-29 01:11,AC/DC,Rock 'N' Roll Damnation,0
2020-06-29 01:11,Queen,Love Of My Life - Remastered 2011,0
2020-06-29 01:11,Aerosmith,Cryin',338
2020-06-29 01:11,James Brown & The Famous Flames,I Got You (I Feel Good),680
2020-06-29 01:11,The Rolling Stones,You Can't Always Get What You Want,0
2020-06-29 01:11,The Rolling Stones,You Can't Always Get What You Want,2440
2020-06-29 01:11,The Beatles,The Night Before - Remastered 2009,588
2020-06-29 01:11,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",561
2020-06-29 01:11,The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,0
2020-06-29 01:11,James Brown,The Payback,691
2020-06-29 01:11,AC/DC,That's the Way I Wanna Rock 'N' Roll,201
2020-06-29 01:11,The Beatles,Things We Said Today - Remastered 2009,540
2020-06-29 01:11,Ron Gallo,"Young Lady, You're Scaring Me",16872
2020-06-29 01:11,AC/DC,Stick Around,656
2020-06-29 01:12,AC/DC,Dirty Deeds Done Dirt Cheap,0
2020-06-29 01:12,Bon Jovi,Livin' On A Prayer,1018
2020-06-29 01:12,Led Zeppelin,Over the Hills and Far Away - Remaster,88
2020-06-29 01:12,AC/DC,Rock the Blues Away,0
2020-06-29 01:12,The Beatles,You're Going To Lose That Girl - Remastered 2009,0
2020-06-29 01:12,The Who,Baba O'Riley,323
2020-06-29 01:12,AC/DC,Big Balls,0
2020-06-29 01:12,Led Zeppelin,Whole Lotta Love - Remaster,1468
2020-06-29 01:12,The Beatles,Baby It's You - Remastered 2009,414
2020-06-29 01:12,Aerosmith,Something,0
2020-06-29 01:12,AC/DC,Mistress for Christmas,1706
2020-06-29 01:12,Creedence Clearwater Revival,Have You Ever Seen The Rain,0
2020-06-29 01:12,The Beatles,I Am The Walrus - Remastered 2009,0
2020-06-29 01:12,The Beatles,I Am The Walrus - Remastered 2009,464
2020-06-29 01:12,AC/DC,Evil Walks,0
2020-06-29 01:12,AC/DC,Big Gun,520
2020-06-29 01:12,Led Zeppelin,"Hey, Hey, What Can I Do - Remaster",323
2020-06-29 01:12,The Rolling Stones,"Paint It, Black",0
2020-06-29 01:12,Led Zeppelin,Misty Mountain Hop - Remaster,0
2020-06-29 01:12,The Beatles,Don't Let Me Down - Remastered 2009,480
2020-06-29 01:12,Queen,Radio Ga Ga - Remastered 2011,0
2020-06-29 01:12,AC/DC,Guns for Hire,0
2020-06-29 01:12,AC/DC,Inject the Venom,650
2020-06-29 01:12,John Lennon,Stand By Me - Remastered 2010,0
2020-06-29 01:12,John Lennon,Stand By Me - Remastered 2010,1857
2020-06-29 01:12,Eric Clapton,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",506
2020-06-29 01:12,AC/DC,Fire Your Guns,895
2020-06-29 01:12,AC/DC,Fire Your Guns,250
2020-06-29 01:12,AC/DC,Cover You in Oil,268
2020-06-29 01:12,The Rolling Stones,Start Me Up - Remastered 2009,0
2020-06-29 01:12,The Beatles,Here Comes The Sun - Remastered 2009,327
2020-06-29 01:12,The Rolling Stones,Stray Cat Blues - 50th Anniversary Edition,705
2020-06-29 01:12,The Beatles,Twist And Shout - Remastered 2009,403
2020-06-29 01:12,The Beatles,I'm Happy Just To Dance With You - Remastered 2009,1181
2020-06-29 01:12,AC/DC,Are You Ready,0
2020-06-29 01:12,Black Sabbath,Sweet Leaf,0
2020-06-29 01:12,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1070
2020-06-29 01:12,Aerosmith,Luv Lies,2390
2020-06-29 01:12,Black Sabbath,End Of The Beginning,0
2020-06-29 01:12,Led Zeppelin,Since I've Been Loving You - Remaster,368
2020-06-29 01:12,Led Zeppelin,Stairway to Heaven - Remaster,465
2020-06-29 01:12,AC/DC,High Voltage,137
2020-06-29 01:12,Queen,I Want To Break Free - Single Remix,271
2020-06-29 01:12,Led Zeppelin,When the Levee Breaks - Remaster,0
2020-06-29 01:12,AC/DC,Let's Get It Up,426
2020-06-29 01:12,The Beatles,Drive My Car - Remastered 2009,1185
2020-06-29 01:12,Queen,Under Pressure - Remastered 2011,0
2020-06-29 01:12,Led Zeppelin,Houses of the Holy - Remaster,0
2020-06-29 01:12,AC/DC,Touch Too Much,2060
2020-06-29 01:12,Black Sabbath,Iron Man,486
2020-06-29 01:12,Black Sabbath,Iron Man,410
2020-06-29 01:12,AC/DC,Highway to Hell,8551
2020-06-29 01:12,The Rolling Stones,Rain Fall Down - Remastered 2009,3846
2020-06-29 01:12,The Rolling Stones,Rocks Off,432
2020-06-29 01:12,The Rolling Stones,Rock And A Hard Place,1167
2020-06-29 01:12,The Beatles,For No One - Remastered 2009,1970
2020-06-29 01:12,AC/DC,Shake a Leg,676
2020-06-29 01:12,The Beatles,Hey Jude - Remastered 2015,447
2020-06-29 01:12,The Rolling Stones,Harlem Shuffle - Remastered 2009,0
2020-06-29 01:12,The Rolling Stones,Harlem Shuffle - Remastered 2009,1688
2020-06-29 01:12,The Beatles,Don't Bother Me - Remastered 2009,0
2020-06-29 01:12,Lynyrd Skynyrd,Sweet Home Alabama,225
2020-06-29 01:12,AC/DC,Borrowed Time,0
2020-06-29 01:12,The Beatles,Day Tripper - Remastered 2015,460
2020-06-29 01:12,Eric Clapton,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0
2020-06-29 01:13,Scorpions,Still Loving You,1460
2020-06-29 01:13,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",310
2020-06-29 01:13,Black Sabbath,Sabbath Bloody Sabbath,12227
2020-06-29 01:13,The Beatles,When I'm Sixty Four - Remastered 2009,660
2020-06-29 01:13,The Beatles,When I'm Sixty Four - Remastered 2009,0
2020-06-29 01:13,The Who,Who Are You,1445
2020-06-29 01:13,Led Zeppelin,Good Times Bad Times - 1993 Remaster,30007
2020-06-29 01:13,AC/DC,What's Next to the Moon,543
2020-06-29 01:13,AC/DC,What's Next to the Moon,508
2020-06-29 01:16,AC/DC,Satellite Blues,630
2020-06-29 01:16,Black Sabbath,Loner,0
2020-06-29 01:16,Aerosmith,Dude (Looks Like A Lady),696
2020-06-29 01:16,Black Sabbath,Paranoid,405
2020-06-29 01:16,The Rolling Stones,Street Fighting Man - 50th Anniversary Edition,414
2020-06-29 01:16,Aerosmith,Walk This Way,374
